userName,score,content,at,replyContent
Penajam,1,bisa kah bang games ini drack sistem nya di kurangin bikin jengkel klo main solo pasti tim nya kaya bot sedang kan lawan kaya sonior smua tolonk bang drack sistem nya di kurangin,2026-01-06 09:12:37,
Yusuf Alfikri,1,"Ga di hp gua, ga di hp tmn2 gua skrg klo masuk ml harus matiiin lalu nyalain data, baru dia mau loading",2026-01-06 09:11:07,
rahmat mustapa,1,"game gajelas bikin gak mood main. lagi main tiba² lag jaringan merah padahal pas di coba di game lain bisa malah ini game doang yg gabisa dibuka, sengaja atau emang gak pengen dimainin?",2026-01-06 09:08:30,
Uju Pratama,1,game gak jelas udah rank tinggi masih setim sama bott,2026-01-06 09:08:14,
Anwar Sadad,5,geme nya seru banget,2026-01-06 09:03:16,
Haizsul ahkam,1,game haram sangat tidak adil perusak mental,2026-01-06 09:03:00,
A.K,2,Ping sinyal buruk banget padahal internet lancar jaya knp in game malah tiba tiba 200ms hero jalan sendiri ayo lah moonton tolong di fix yg kaya gini...,2026-01-06 08:59:49,"Halo Kak,
Kami berkomitmen untuk menciptakan lingkungan permainan yang adil.
Terima kasih atas dukungan Kakak yang terus-menerus!
Hubungi kami CS in-game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya.

Tim MLBB"
Heldi Napatan,5,hilangkan dariksyistem,2026-01-06 08:57:49,
Andri Kusen,1,game ini memberikan dampak buruk kepada penggunanya dan untuk tidak dimainkan jangan mau di bodohi ini game...game tidak berguna sama sekali game bodoh dan tolol ini,2026-01-06 08:56:03,"Halo Kak,
Kami mohon maaf atas pengalaman kurang menyenangkan yang terjadi.
Bisa bantu kami dengan mengirimkan screenshot atau detail lebih lanjut lewat CS in-game?
Ini sangat membantu kami memperbaiki permainan.
Terima kasih!

Tim MLBB"
Haryati Only,1,bikin game yang bener jangan ada dark system gw stress,2026-01-06 08:55:43,
Primatur,5,seru + bagus,2026-01-06 08:54:59,
Reaky Kikyy,5,sangat seruuuu,2026-01-06 08:53:32,
Excell Natanael,1,MAKIN LAMA MAKIN ANEH SISTEM MATCH MATCHING GAME INI TIDAK ADA KESEIMBANGAN DALAM PEMBAGIAN TIM SISTEM CURANG BAGI PLAYER SOLO RANK GAME RUSAK,2026-01-06 08:53:19,
Dhimas Reyhan Asrillah,1,"mati aja lu kontol game hama anjing bangsat, tim gua dark sistem mulu tolol. gua dari legend 3 sampe turun legend 5 anjing gara gara lu moonton bangsat game yatim GAME ANJING",2026-01-06 08:52:25,
Nofri Oji,5,"Game nya bagus banget dari grafik, Gerakannya,rame,Hero Pada Keren semuaaaa",2026-01-06 08:50:48,
25-129_Lhardio Silitonga,1,"game gak adil, matchmaking bertemu dark system!!",2026-01-06 08:50:39,
Dewa narotama,1,gamenya sungguh jelek banyak bug di game play nya dan di server nya sering ngeleg padahal jaringan nya bagus,2026-01-06 08:50:38,
4reaper dipie,1,这是什么游戏？敌方队伍很强，我们自己队伍、系统都烂透了,2026-01-06 08:50:01,
Faturrmhmmd Aliakbarrbbi,1,"terlalu bikin depresi, mo berapa kali lagi kam bkin s kalah s su ls ini anjng",2026-01-06 08:46:49,
Elvin Sunata,1,"Game apa ini jaringan normal tapi lag, update terus tpi jaringan makin jelek aja, yang bikin kesel itu pas lagi war, lagi halan ke arah musuh pasti lag, tolonglah jangan sibuk update skin baru sama event2 lainnya tpi tolong jaringannya di perbaiki juga gw main dri season 2 jauh bngt beda jaringannya, soal update gw suka krna bnyk event menarik tpi jaringannya jga di perbaiki",2026-01-06 08:46:15,
Al Muallim,5,mantap,2026-01-06 08:44:30,
Satria Dora,5,saya senang bermain ML walaupun kadang sering senang dan marah tapi kalo tidak main ML saya akan kesepian :),2026-01-06 08:42:10,
Lulu Ruswandi,5,bagus banget gem nya,2026-01-06 08:40:31,
Ayzen 25,1,game nggak ada otak dapet tim goblokk trs lostrek 10 bego,2026-01-06 08:36:48,
フサインアミル アフザル,1,dear moonton!!!! mending lu perbaiki lagi matchmaking nya! gausah skin mulu yg di pikirin dah kikir matchmaking ampas!!!,2026-01-06 08:33:51,
Dyroth Only,1,game ta! tim gw selalu dikasih dark sistem giliran musuh malah dikasih tim bagus,2026-01-06 08:32:44,
soren,5,seru,2026-01-06 08:30:56,
Try Wulandari,1,tidak seru karna bagusan ff,2026-01-06 08:30:55,
Alwi Zaihan,1,g jelas ngasih musuh nya yg ngga imbang ml tolol siapa si yg buat mati aja lu bego,2026-01-06 08:29:18,
Raya rabbani,5,seru banget,2026-01-06 08:28:09,
Fadil Fadil,1,match sangat tidak seimbang,2026-01-06 08:26:39,
Muhamad Ali,1,game paling rusak yg pernah ada main 30 matk kalah terus dapet tim gak sesuai rank di trol terus penguna chiter banyak game apaan nih moonton binatang game apa lah ini moonton,2026-01-06 08:26:20,
Farhan,3,games apik,2026-01-06 08:25:18,
Ma Pari Heri,5,game favorit 😚🤍,2026-01-06 08:23:27,
Gilang Karim,5,permainan ini seru,2026-01-06 08:22:08,
Meowku,1,"game ga waras!!! server lo perbaiki kontl jangan lo perbanyak event ama skin!! duit player lo kuras tapi server kaga ada kemajuan sama sekali sering ngelag klo dimainin,, update tu server engine game kikir!!!",2026-01-06 08:21:44,
Devandra Kenzo,5,game ku rekomedasikan,2026-01-06 08:21:15,
Deni Wibawan,1,"game gajelas cape tiap hari emosi Mulu,yang harusnya bisa buat seneng malah sengsara",2026-01-06 08:19:44,
amir muzakki,1,"game yang sangat buruk, sinyal bagus tetapi tetap lag Mach making tidak stabil dan banyak kekurangan lainya game sampah",2026-01-06 08:16:06,
Lathef peko,5,game nya bagus tapi jadikan saya kolektor sultan😁,2026-01-06 08:15:38,
Prima Hanif,5,jooooss,2026-01-06 08:06:53,
Andreas David,5,"game MOBA bergenre RPG yang bagus, meskipun cukup sulit untuk pemula seperti saya, tapi saya senang dan menyukainya 👍🏻",2026-01-06 08:05:18,
Ayuni A,5,saya dan kaka sayA suka dengan game ini monton berilah kakak saya diamond,2026-01-06 08:04:46,
Muhammad Fatir,5,bagus banget,2026-01-06 08:02:19,
Fadli Farhan,1,game burik nda sesuai sama matcmatkingny,2026-01-06 07:58:37,
Varyl Panontongan,5,saya suka gamenya titik.,2026-01-06 07:57:24,
Adka Wiguna,5,"game ramah, game adil, game player lama ketemu player baru, sangat bisa menghilangkan stress, saya sangat senang, tp bhng",2026-01-06 07:57:17,
99_ayyub,5,baguss,2026-01-06 07:56:59,
mhmd farhan,1,Game penambah stres ini,2026-01-06 07:55:41,
Ghessa,1,"heh moonton tolong yaa ngasih tim tuh yg betul sikitt,depresi lohhh ls,barges memng klo ga tim ny oon ya musuh ny yg jago ny kek pro player,tolong lahh di betulin lgi,mo pensi tpi dh kebelik m7 barges memng kau ya menggoda aja",2026-01-06 07:54:32,
MOH. ARIEF KHOIRUN NIDHOM,1,"game matchmaking paling busuk di moba Asia, player solo selalu dpt musuh trio/duo dan sedangkan kita mabar sama temen dpt musuh solo kan tidak adil banget matchmaking ml, Gw sebagai player solo & player party sangat kecewa berat sama matchmaking moonton",2026-01-06 07:54:27,
Akun Lithmach,2,"game rusak,jaringan ku bagus bisa""nya ngelag,mana ngelag pas war lagi,PUBG aja yg lebih berat lancar"" aja sinyalku.",2026-01-06 07:51:23,
Adriell Ell,1,GAME UDAH BAGUS TAPI MALAH KETEMU TIM YANG SOLO SEDANGKAN MUSUHNYA JAGO KALI JADI MOHON DIKASIH TIN YANG BAGUS DAN LAWAN YANG ADIL KALAU TIDAK MAU NURUT KITA HAPUS ML AJA TIDAK USAH MAIN,2026-01-06 07:50:29,
Abdul Kodirjaelani,1,gajelas game nya di kasih dark sistem. mulu hoblok lah,2026-01-06 07:48:54,
Arsakha Nalendra,4,Kebanyakan bug,2026-01-06 07:45:49,
Watnari Genjo,1,game tolol udah ketebak kalo main solo bakal menang kapan kalah kapan,2026-01-06 07:39:07,
Bang Ahmad Yt,1,Tolong diperbaiki sistem mu ya monton babi masa pas mau masuk game stak loading Sampek afk giliran masuk jaringan bagus jalan pun susah mmng parah lh sistem kau ini tolong ya kmi sebagai player moba merasa kecewa dengan semua ini TTD dari player yg udh muak dengan sistem montod sistem kontolddd,2026-01-06 07:38:04,
herru nakal,5,game bagus tapi mohon tambahkan skin zetian☺️,2026-01-06 07:35:50,
Salsa Syabilah,4,kangen ml yang dulu,2026-01-06 07:31:42,
Ismawan Guanbo,5,Good Game,2026-01-06 07:31:35,
FQRI SALSANBILAH,5,game nya bagus,2026-01-06 07:26:43,
Lalu alpiandra Alpi,5,kereeen,2026-01-06 07:23:28,
Fatan JAPAR,3,sudah bagus dari segi apapun tetapi mohon untuk dark sistem tolong di musnahkan saya ls 15 kali,2026-01-06 07:16:20,
Dedi Mulyana,1,Weh ml coba hapus orang yang toxic,2026-01-06 07:15:23,
Eti Hayati,4,Sistem nol dark sistem Mulu game doang bagus tapi pake dark sistem,2026-01-06 07:13:03,
Ibu Kasturi,1,tolol aku tahu kamu pintar dan sukses gak segitu nya juga ngomong last game kalah,2026-01-06 07:09:23,
Dani Yudistira,1,kartun!?,2026-01-06 07:09:05,
Desta Wijaya kusuma,1,"makin kesini ml malah makin aneh ya,katanya mau ngasih permainan yang adil tapi kok sistem match making nya malah ga jelas,gua solo kadang ketemu parti atau trio,trus juga baru kejadian kemaren,tim gua sistem ml/bot ml pliss benahi lagi,jangan yang lu pikirin duit duit duit sistem dibiarin ancur",2026-01-06 07:08:30,
Beni Adam,5,rame banget game nya dapat meningkatkan mood,2026-01-06 07:05:23,
Muhammad Gibran,1,game apa ini di kasih tim gak jelas sistem konyol di kasih tim yang gak tau main moonton 🐕,2026-01-06 07:04:52,
WILLIE SALIM,5,gem ini luar biasa,2026-01-06 07:03:59,
Gis Mil,5,Seruuuuuuuuuuuu,2026-01-06 06:58:06,
Prabu Rama,5,"game nya bagus seru bisa main bareng teman , cuman yang jadi masalah nya , DRAK SISTEM nya itu loh nyebelin banget.bahkan mvp berkali kali , gak naik gak turun , tolong dikurangi yang begitu an nya ya 🙂‍↕️",2026-01-06 06:57:29,
Rizky Maulana Yusuf,1,monton ngentod semoga rugi,2026-01-06 06:55:30,
Turi Nip Nip,1,Game tolol,2026-01-06 06:55:09,
queen sa,1,"Ping ijo tapi lag, yg bnr aja",2026-01-06 06:54:57,
Muhammad Nafiz,1,banyak drak system jangan maen ni game,2026-01-06 06:51:54,
Safa,5,seru,2026-01-06 06:48:20,
dompet bola,3,untuk sekarang mulai menurun karna seringkali bertemu bot dan dark system,2026-01-06 06:47:16,
Mutakhir Akbar Al Baihaqi,1,Banyak dark system.,2026-01-06 06:44:19,
Rafi septiyansyah,4,"seru banget game nya menantang apalagi pas di legend, di game moba lain ga ada yang namanya 1 vs 9 , pokonya seru deh",2026-01-06 06:40:52,
Dede Alfian,1,Maaf moonton saya kasih bintang 1 dikarenakan di mactmaking clasik aja dikasih musuh yang sangat jago tidak seimbang dengan skill saya. Percuma juga saya koleksi skin di game ini tapi lawan tidak seimbang mohon diperbaiki sesuai statistik player,2026-01-06 06:39:06,
Rista Ela,1,Sangat tidak adil bagi player solo kayak saya saya tier mytic pangkat paling tinggi 150 masa iya ketemu random mytic abadi pengalaman nya gak adil sedangkan lawan mantan imortal semua glory 80-90-70 sedangkan tim random solo saya mytic 14-legend abadi kan aneh ga adil gk ada pengalaman main sama saya yg sering imortal,2026-01-06 06:34:25,
ngombol 2004,1,s39 makin hancur main solo dapat timkomputer cuma muter muter doang benerin dulu kon,2026-01-06 06:33:27,
Wahyu dien,1,kepada mobile legends bang bang saya ingin bicara ini saya main solo ketemu nya tim draksistem mulu loh kenapa padahal tim saya sama tim musuh itu jauh loh perbedaan nya kalo tim saya trol mulu kalo tim musuh jago jago tolong kalo kasih tim itu yang setara gitu lagian juga kalo tenk ada yang mvp di laporin berarti itu tenk nya mau mvp doank jadi jangan sek olah olah yang mvp itu jago mkn nya lihat lagi lah pusing aku dari tadi mlm jam 10 sampe sekarang mana ada menang kalah mulu isi timnya trol,2026-01-06 06:33:18,
Even De Arya Yuka Tanalo,5,"moonton baik, tolong donk kalo ngasih servernya yang agak bener dikit dong saya udh ls 10 kali gara gara seteam negara antah berantah kembar pula tuh negara, main solo sampe stres",2026-01-06 06:31:04,
Marsel Irawan,5,game paling seru,2026-01-06 06:26:43,
muhammad habibi,1,"jangan d download apusss ajaa gamee ini makin gak jelass aja ngasih tim ,minimal klo yg mvp mmr ama bntang jgn d turnin lahh ,ini udah ksih tim tolol ,klo kasih tim yg sesuai high tier nya ama kitaa,pertandingannya jga d sesuainn lahhh mohon d perbaikin",2026-01-06 06:26:19,
Dhafa,5,walau di early game gk jago yang penting menang,2026-01-06 06:22:36,
Angmung20 Gaming,1,game anjingg setim sama darksisten Mulu,2026-01-06 06:20:44,
Arzani Zero,5,"Seru, aku selalu mabar bareng teman ku",2026-01-06 06:18:08,
Konoha,1,"matchmaking sampah dapet tim poke game cacat,cuma bisa ngerugiin solo player",2026-01-06 06:09:49,
Ahmad Fauzan,5,bagus banget grapiknya,2026-01-06 06:09:07,
Rara Ratri,1,"mikir lah ajc matchmaking lu benerin, bisa bisanya glory lu ketemuin sama lejen dimana otaknya",2026-01-06 06:08:12,
junior eka,5,game nya seru jadi saya kasih bintang 5 👍🏻,2026-01-06 06:07:42,
saripanur_ NSA,1,season 39 hancur parah. matchmaking tidak adil,2026-01-06 05:59:28,
Nisa Naren,1,permainan tidak kompetitif,2026-01-06 05:56:24,
alfa rizqi,5,aku suka moonton,2026-01-06 05:55:10,
Amad,1,matchmaking ampas,2026-01-06 05:48:43,
Repan Fauzan Adima,1,"Game rusak sering ngasih dark system , sinyal suka lag padhal pake wifi data juga emng game tolol",2026-01-06 05:46:56,
Yohanes Paulus,5,sangat keren game nya,2026-01-06 05:43:59,
Zaid Sarjono,1,aplikasi terburuk,2026-01-06 05:39:22,
Ninda,5,🥰,2026-01-06 05:34:41,
PRESIDEN MARS,4,setiap mau legend pasti di kalahin padahal lagi win streak.,2026-01-06 05:32:44,
Azka bintang Maulana,1,pelit dan mengasih tim bot,2026-01-06 05:30:53,
gentara,1,"game ruksak, benerin, kebanyakan ngasih tim computer",2026-01-06 05:30:53,
Abdillah dzakir,5,bagus,2026-01-06 05:28:56,
Sudar Sono,5,terbaik,2026-01-06 05:27:59,
Sawaun,5,sangat seru,2026-01-06 05:27:27,
Agus Angga,1,soal nya kalah mulu makanya ku reting bintang satu,2026-01-06 05:27:17,
fong sayub,1,game bangsat picek asu main game 100kalah kokk menang pisan asu picekkk mataem bangsat,2026-01-06 05:26:39,
Khoirul Anam,4,untuk jaringan masih kurang baik,2026-01-06 05:26:00,
Wahyu Sitnggang,1,"moonton pilih kasih ke player, sistem ny sudah diatur, player yang jarang top up itu seringkali di beri jaringan lag pada saat bermain agar kalah, ini tidak adil saya saya akan menghapus game ini",2026-01-06 05:20:17,
vermeil chan,1,saya mohon untuk keseimbangan match agar lebih baik :),2026-01-06 05:14:53,
Raranabila nabila,5,bagus,2026-01-06 05:12:43,
Amat Aja,5,mantap tapi persedikitlah dark sistem nya,2026-01-06 05:05:04,
Alka toni,5,game gw ini yee,2026-01-06 05:03:04,
Yamanda Anggra,1,"aku udah archmage 6, tapi slalu di kasih tim troll, ga naik naik pun ke milik, wkwk, lucu monton, pindah game aja lah",2026-01-06 05:02:26,
Zavren Kiwkiw,5,saya suka game play nya,2026-01-06 05:02:12,
Adi Riyanto,3,ini game aku kenapa ya kok skil3 nya kadang error mohon bantuannya yaa,2026-01-06 05:01:24,
Usman Setiawan,1,"game kebanyakan dark sistemnya,gw solo Nemu trio manhn musuh party gk jls kintil",2026-01-06 04:57:24,
Palmira Barros Mendonca,5,aku tiba bi sa masuk di ranket 😓😞,2026-01-06 04:56:36,
Irfan Marolla,1,"stelah update makin parah ni,pink merah Mulu, MCGG gk Msalah tu jringan nya, giliran ni game makin longor stelah update",2026-01-06 04:53:44,
3putra saputra,5,seruh bet,2026-01-06 04:49:17,
STOK REPER V300,1,"heii ini surat dari sekelompok orang monton jngan buat skin bnyk"" klo jlek buatlah skin paquito sama alucard ataupun granger hbis ini bintang 5",2026-01-06 04:43:47,
Muhammad Argus,1,Game Kontolll...,2026-01-06 04:43:35,
Candra Sinatra,1,matchmaking makin parah maen lama bintang stuck mulu dapet tim ga bisa maen mulu cape,2026-01-06 04:42:25,
andiw Aditya,4,system mactmaking makin buruk 👎👎 game sampah,2026-01-06 04:40:17,
Joko Sulistyo,1,"moonton game ngrusak mental, game haram, main Berjam jam gak nambah malah turun,kaya di seting,nyesel main game ini,yg belum main jangan main game ngerusak anak bangsa",2026-01-06 04:37:36,
Andi Fajar,1,Game tolol,2026-01-06 04:37:19,
Niko,5,menurut saya game ini bagus tapi ada sedikit bug untuk jaringan,2026-01-06 04:32:43,
Wisnu Aziz,1,untuk mobile legends terhormat tolong ini kok sistem permainan nya kok kaya judol ya setiap matching kok ketemunya gak seimbang ya musuh nya musuh nya main nya jago tim ku main nya gak jago konsepnya gimana aku onn 10jam buat main awal legend 1 b5 mau mytik 10 jam itu malah gak naik turun malah iya mau tau sekarang rank ku monton epic iya itu rank ku sekarang tolong monton jika permainan ini seperti judol maka kembalilah uang yang ku topup kan ke game ini dan ambil saja akun ku makasih🙏,2026-01-06 04:31:54,
Luthfi Dimas,1,game babi haram,2026-01-06 04:30:50,
Ragil Wahyu,5,Ragil Wahyu Saputra,2026-01-06 04:30:14,
Akbar Dzakwaan kaamil,5,kapan yah gw ws ngak di kasih tim jelek mulu cape gw tiap ngepush ngak solo ngak party sama aja kek gitu enak banget orang yah ngak kek gw ngak tau gw gimana cara mereka ws cape gw montoon plis lah kapan gw bisa kek mereka bawaan nya emosi trus setiap main ml udah gw tahan di setiap pertandingan tapi ya malah pada makin ngelunjak ini game favorit gw jadi plis lah,2026-01-06 04:24:27,"Halo Kak,
Kami mohon maaf atas pengalaman kurang menyenangkan yang terjadi.
Bisa bantu kami dengan mengirimkan screenshot atau detail lebih lanjut lewat CS in-game?
Ini sangat membantu kami memperbaiki permainan.
Terima kasih!

Tim MLBB"
Jal Jal,1,dark sistem anj di kasih satu team sama bot terus bgst,2026-01-06 04:14:08,
Zainuri Nuri,5,mantap,2026-01-06 04:13:29,
Atun Wakiah,1,yng gw aneh kemarin bisa login sekarang engga hapus aja lah,2026-01-06 04:13:11,
Akun ML,1,"Season ini paling parah matchmaking ga pernah balance, terlalu jomplang, bukan sekali 2 kali, kalau pun dikasih menang itu pun sekali 2 kali dan pasti lawan nya kek bot. ga ada seru² nya.",2026-01-06 04:11:35,
IA_IS,1,pemain yang ngetrol di ban aja selamnya,2026-01-06 04:07:52,
Luhut Simanjuntak,5,"game nya bagus,tapi aku mau Granger diubah lah tolong!Granger maunya seperti dulu,biar enak pake Granger.Semalam pake ni Hero asli udh GK tau.mana cepet habis lagi.",2026-01-06 04:04:25,
Fachrian Firly,2,hei blok sistem match making lu benerin taik gua ketemu musuh prasaan jago jago semua dah ketemu temen kek bot semua anjg kek orang ga ngerti main,2026-01-06 03:53:53,
Ayunda Firnanda Firnanda,5,mantap,2026-01-06 03:53:51,
Aulia Rahman,1,"nonton babi kasih lawan ga ngotak, ngasih kawan kek koncet",2026-01-06 03:43:40,
Syngcia Oficial,1,bikin stresss gw baru wl wl anj kasih gw tim bagus coba moonton tolol,2026-01-06 03:41:59,
stew ajasih,5,tol,2026-01-06 03:30:49,
Chikal Gemilang,1,"game ini sangat buruk ya dikala maen trio, isinya full darksistem ya anjg, mohon untuk di perbaiki game ampas ini gw baru ws langsung di kasih ls gajelas bngt matchmaking nya, hapusin lah para dark sistem itu biar imbang gw maen pekob !!!!",2026-01-06 03:26:51,
Si Entong Joss,1,👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎,2026-01-06 03:25:03,
Stevin,1,game aneh setingan mass udh menang dri awal stu Tim ngeleg aneh game aneh game aneh main 10 game di Kasich Tim bot giliran music nya di kasih yang jago game aneh,2026-01-06 03:24:51,"Halo Kak,
kami berkomitmen untuk menciptakan lingkungan permainan yang adil.
Terima kasih atas dukungan Kakak yang terus-menerus!
Hubungi kami CS in-game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya.

Tim MLBB"
La Ode Alfika,1,burik ketemu tim tolol mulu anj,2026-01-06 03:22:41,
Muhamad Indi,1,gabbisa di buka rusakbgame nya nytak di loading tolong di perbaiki,2026-01-06 03:17:25,
Bayu Riski,3,"woi moonton ajg lu ngotak lah asu kalo nyari team yang benerrr lah ajg masa gw di kasih team trol mulu asw,lama2 gw pindahhh",2026-01-06 03:15:41,
muhammad bayu,1,ini game sepi kah? masa 7 kali match main ama roam bot,2026-01-06 03:15:20,"Halo Kak,
Kami mohon maaf atas pengalaman kurang menyenangkan yang terjadi.
Bisa bantu kami dengan mengirimkan screenshot atau detail lebih lanjut lewat CS in-game?
Ini sangat membantu kami memperbaiki permainan.
Terima kasih!

Tim MLBB"
zenn tod,1,parah ml isinya orang orang toxic semua banyak ngatain agama+suku,2026-01-06 03:10:59,
PUTU EKANTARA,1,game sampah. sistem match nya sama sekali gk ada adil adil nya. jujur aja lu setan sistem nya gk imbang. Gw juga smpet liat ko lius pas ditanya soal darksystem tpi planga plongo. dasar game setan,2026-01-06 03:08:36,
Fatkhur Yhe,1,"Game pro Philipin lu moonton, uninstal atau bintang ayoo indonesia satukan kekuatan. Game gaje ,",2026-01-06 03:07:39,
Muhamad Dani,1,game drak sistem,2026-01-06 03:05:45,
Ardana Dana,1,permain banyak drafsistem,2026-01-06 03:03:06,
Lastri Asep,1,tolong di ganti thumbnail nya. gak sesuai. ini bukan game perang. lebih baik game last war,2026-01-06 03:02:24,
Bimzz 05,1,banya drag sistemnya,2026-01-06 03:01:15,
Herman Rungkut,1,cok,2026-01-06 02:57:11,
Afah Iyah,1,Game apa ini match making ga sehatt,2026-01-06 02:56:32,
Alfan Muhammad,1,Sistem nya baguss,2026-01-06 02:54:55,
erick heron,5,"gajelas game rusak gabisa di pencet mau play ranked, hapus aja banyak bug gajelas,makin tolol bnyak bot tiap subuh, kepala sampe sakit",2026-01-06 02:48:05,
AL Jo,1,game jembot di kasih tim bot mulu,2026-01-06 02:46:06,
syarif accoustic,5,"adakan kirim hero pake BP lah montoon, BP gw 1jt ga pake, lagian percuma pake dm ga akan ada yg mau make dm utk kirim hero kecuali stremer2 kaya, yakin gw pasti bakal banyak yg main karna kalo butuh hero temen tinggal minta, yg minta hero tinggal beli skin. ini mau beli skin hero ga punya gimana mau beli, buang2 duit beli hero pake dm",2026-01-06 02:39:56,
haedir14 Jannah,5,bajikii tawwa 👍👍😅,2026-01-06 02:38:05,
Fandy123 Call,1,bener2 udh ancur ni monton makin parah game ini bagi pejuang solo jangan harap bisa ke glori di epic legend aja di kasih tim bot dtak sisteam..sedang kan tim lawan reall orang sinyal ijo pas war brubah jdi pink jaringan buruk makin ke sini makin ancur kaya nya mau saka kaya pubg pasti player nya pada kabur ke game lain.klw gini terus.,2026-01-06 02:35:59,
Maman Abdurohman,1,udah mah game makin berat jaringan buruk sering di kasih tim dark sistem kagak jelas. perbaiki lagi pembagian tim yang adil biar lebih kompetitif perbaiki masalah jaringan biar tidak sering leg.,2026-01-06 02:31:10,
Zul Fikar,1,hilang ka semua bot azu game bikin stress,2026-01-06 02:27:53,
Rahmat Fikri,1,game moonton terburuk untuk pemilihan pemain 👎👎👎,2026-01-06 02:27:52,"Halo Kak,
kami berkomitmen untuk menciptakan lingkungan permainan yang adil.
Terima kasih atas dukungan Kakak yang terus-menerus!
Hubungi kami CS in-game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya.

Tim MLBB"
Azril Septeria,1,monton ajg ketemunya drak sistem mulu,2026-01-06 02:26:54,
Angga Brah muda,1,buat MOBILE LEGENDS yang bener lah server ngelag ngelag semuanya ngelag digame,2026-01-06 02:26:25,
stuck honor,1,moonton kasih tim yang keras urang ex imo di panggih ken wae jeng lejend duo mytic tim lejend wae rungsing sistem jadul ga bisa deteck mana player jago sama player noob tiap jam 12 pasti ketemu player kaya gitu kebanyakan hantu bingung di report tetep aja ga di proses #SISTEMJADUL,2026-01-06 02:26:17,
Ultranggimen Cihuy,1,"ml kntl, jaringan gue bagus"" aja, sodara gue main gak ngelag cuman gue aja yang ngelag tolol, tolong lah dibenerin kimak, gue udah lama sabar kimak, udah gue beri kemarin"" itu bintang 5 nya tapi makin kesini makin tolol sistem nya eror kimak",2026-01-06 02:22:41,
Muhammad Ilyas,2,"game apaan musuh gak pernah seimbang, ini gamenya bikin stres bukan bikin hiburan, moonton perbaikilah match making nya, sesuikan musuhnya, masak tim saya solo, musuhnya ada yang main bertiga kan gak adil",2026-01-06 02:20:35,
Himawan Pratyasto,5,ok ae,2026-01-06 02:18:11,
eiser reins,1,"ga jelas sistemnya ga becus, ngasi temen tim bot musuhnya mantan imo kocak kali",2026-01-06 02:17:45,
Makin Ahmad jago,3,"si Monton nya ga adill bngaet, saya di kasi tim bot, lah giliran yg saya lawan jago, tolong Monton yg adil ngasih tim yg setara",2026-01-06 02:17:45,
anggi maulana,5,nice saya memainkan dengan baik,2026-01-06 02:14:02,
naila naila,1,lawan ga seimbang tim poke lah tolol bngt gilaaa game rusak makin kesini makin ga ngotak,2026-01-06 02:10:16,
Zultias Hasibuan,1,GAME SAMPAH,2026-01-06 02:09:50,
TP RADIT YA `,1,game haram bikin gila full drak sistem,2026-01-06 02:08:55,
Wandi,1,"game sinting ,gk balance",2026-01-06 02:07:14,
Muhammad Taswin,1,"game konyol, banyak darksystem. matching tim tdk setara",2026-01-06 02:03:51,
Kevin Arjuna,5,sangat menyenangkan 💯💯💯💯💯,2026-01-06 01:59:42,
Kurumi Tokisaki,1,giff akuu skin epic nantiii ku b5,2026-01-06 01:57:52,"Halo Kak,
Kami berkomitmen untuk menciptakan lingkungan permainan yang adil.
Terima kasih atas dukungan Kakak yang terus-menerus!
Hubungi kami CS in-game dan berikan lebih banyak feedback agar kami bisa membantu secepatnya.

Tim MLBB"
Vandi 0608,1,game apaan memeg kalah mulu game memeg dikasih menang 1x kalahnya gk ngotak,2026-01-06 01:56:01,
Nuryanto Mewing,1,"game penurun iq bikin anak kecil gabisa nurut sama ortu, kalo kalah selalu banting hp",2026-01-06 01:53:46,
Andri Suryadi,1,MASALAH KITA RANK KALAH BANYAK GAK PERNAH MENANG MANA MANA MANA GW GAK PERCAYA MOONTON BOHONG GAK MAU LIAT BIAR KALAH NYAMAN GILAAA KAU GAK PUNYA OTAK ERROR DAN GAK PERNAH MENANG CAPEK DECH LO KALAH 30X ATAU BANYAK KALAH LO,2026-01-06 01:51:21,
Hanivan Mauris,1,sumpah season ini pake otak dikit lah moonton. tim gw mythic ada lejennya juga diketemuin sama musuh rank honor semua tolol bet sumpah pantes makin sepi ni game. ternyata sistemnya udah gk jelas bgt. gw juga main duo malah ketemu party kan lawak moonton. PANTES LAH RATING ML TURUN DRASTIS. saran gw atur yg bener tu game sesuai lawan ranknya kocak. AWAL SEASON 39 YANG GAK NGOTAK,2026-01-06 01:49:45,
deri syahputra,1,kenapa gak bisa lagi taut kan akun pake akun whatsaap hilang lah akun ny ngulang lagi dari awal ga jelas,2026-01-06 01:49:17,
Boy Luwak,1,game rusak matchmaking ngawur solo bisa ketemu full party mending dev terjun aja dari pesawat,2026-01-06 01:47:17,
Faisal Imam,1,"Bisa ga sih yg adil ngasih tim main berjam jam malah turun bintang gra gra tim troll, tlong lebih serius lagi dalam memilihkan tim yang seimbangl🏳kalo gini terus mah mending main hok",2026-01-06 01:44:17,
